"Year","TakeMethod","Unit","UnitID","Hunters","Harvest","Success","Days","Antlered","Antlerless","%4+Pts","%5+Pts","%Whitetail"
2006,"All Weapons Combined","75",97,1263,281,22.2,5824,262,5,33.4,5.7,0.4
2006,"Any Weapon","76",98,3276,967,29.5,,932,1,39.9,6.5,0.1
2006,"Archery","76",98,657,84,12.8,,47,36,16.8,6.3,0
2006,"Muzzleloader","76",98,1,,,,,,0,0,0
2006,"All Weapons Combined","76",98,3934,1053,26.8,22639,980,37,38.7,6.5,0.1
2006,"Any Weapon","77",99,691,173,25,,165,,35.2,11.5,0
2006,"Archery","77",99,70,5,7.1,,4,1,75,25,0
2006,"Muzzleloader","77",99,2,,,,,,0,0,0
2006,"All Weapons Combined","77",99,763,178,23.3,3957,169,1,36.1,11.8,0
2006,"Any Weapon","78",100,686,163,23.8,,152,,38.5,4.6,0.6
2006,"Archery","78",100,104,8,7.7,,5,3,,,0
2006,"Muzzleloader","78",100,,,,,,,0,0,0
2006,"All Weapons Combined","78",100,791,172,21.7,4147,157,3,37.3,4.5,0.6
